step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
22,CASH_OUT,489767.32,489767.32,0.0,0.0,489767.32,1
22,TRANSFER,379878.0,379878.0,0.0,0.0,0.0,1
22,CASH_OUT,379878.0,379878.0,0.0,1301414.19,1681292.19,1
22,CASH_OUT,89571.46,4505.6,0.0,1929428.01,2018999.47,1
22,TRANSFER,1258956.71,1258956.71,0.0,0.0,0.0,1
22,CASH_OUT,1258956.71,1258956.71,0.0,4736010.72,5994967.43,1
22,TRANSFER,77773.14,77773.14,0.0,0.0,0.0,1
22,CASH_OUT,77773.14,77773.14,0.0,1853403.61,1931176.75,1
22,TRANSFER,239646.72,239646.72,0.0,0.0,0.0,1
22,CASH_OUT,239646.72,239646.72,0.0,2208970.26,2448616.98,1
23,TRANSFER,146127.1,146127.1,0.0,0.0,0.0,1
23,CASH_OUT,146127.1,146127.1,0.0,177874.39,324001.49,1
24,TRANSFER,291305.98,291305.98,0.0,0.0,0.0,1
24,CASH_OUT,291305.98,291305.98,0.0,954554.82,1247963.68,1
24,TRANSFER,986876.27,986876.27,0.0,0.0,0.0,1
24,CASH_OUT,986876.27,986876.27,0.0,57853.96,1044730.24,1
24,TRANSFER,6844.73,6844.73,0.0,0.0,0.0,1
24,CASH_OUT,6844.73,6844.73,0.0,264100.7,270945.42,1
25,TRANSFER,8383.17,8383.17,0.0,0.0,0.0,1
25,CASH_OUT,8383.17,8383.17,0.0,6577262.64,6585645.81,1
25,TRANSFER,781953.11,781953.11,0.0,0.0,0.0,1
25,CASH_OUT,781953.11,781953.11,0.0,0.0,781953.11,1
25,TRANSFER,217231.0,217231.0,0.0,0.0,0.0,1
25,CASH_OUT,217231.0,217231.0,0.0,7236671.1,7453902.1,1
25,TRANSFER,44829.81,44829.81,0.0,0.0,0.0,1
25,CASH_OUT,44829.81,44829.81,0.0,301552.31,346382.12,1
25,TRANSFER,296333.54,296333.54,0.0,0.0,0.0,1
25,CASH_OUT,296333.54,296333.54,0.0,3355664.68,3651998.22,1
25,TRANSFER,18126.95,18126.95,0.0,0.0,0.0,1
25,CASH_OUT,18126.95,18126.95,0.0,0.0,18126.95,1
25,TRANSFER,249159.26,249159.26,0.0,0.0,0.0,1
25,CASH_OUT,249159.26,249159.26,0.0,285997.41,535156.67,1
25,TRANSFER,1698263.69,1698263.69,0.0,0.0,0.0,1
25,CASH_OUT,1698263.69,1698263.69,0.0,0.0,1698263.69,1
25,TRANSFER,802382.45,802382.45,0.0,0.0,0.0,1
25,CASH_OUT,802382.45,802382.45,0.0,0.0,802382.45,1
26,TRANSFER,37065.55,37065.55,0.0,0.0,0.0,1
26,CASH_OUT,37065.55,37065.55,0.0,1396327.66,1433393.21,1
26,TRANSFER,369186.87,369186.87,0.0,0.0,0.0,1
26,CASH_OUT,369186.87,369186.87,0.0,36224.11,405410.97,1
26,TRANSFER,78741.64,78741.64,0.0,0.0,0.0,1
26,CASH_OUT,78741.64,78741.64,0.0,48628.52,127370.16,1
26,TRANSFER,1646181.09,1646181.09,0.0,0.0,0.0,1
26,CASH_OUT,1646181.09,1646181.09,0.0,220025.2,1866206.29,1
26,TRANSFER,331829.94,331829.94,0.0,0.0,0.0,1
26,CASH_OUT,331829.94,331829.94,0.0,792855.99,1124685.94,1
26,TRANSFER,1027152.36,1027152.36,0.0,0.0,0.0,1
26,CASH_OUT,1027152.36,1027152.36,0.0,519428.56,1546580.92,1
27,TRANSFER,494244.61,494244.61,0.0,0.0,0.0,1
27,CASH_OUT,494244.61,494244.61,0.0,653451.43,1147696.03,1
27,TRANSFER,329937.88,329937.88,0.0,0.0,0.0,1
27,CASH_OUT,329937.88,329937.88,0.0,349407.23,679345.1,1
27,TRANSFER,496128.26,496128.26,0.0,0.0,0.0,1
27,CASH_OUT,496128.26,496128.26,0.0,465770.07,961898.33,1
27,TRANSFER,1218165.88,1218165.88,0.0,0.0,0.0,1
27,CASH_OUT,1218165.88,1218165.88,0.0,742564.27,1960730.15,1
28,TRANSFER,3832058.34,3832058.34,0.0,0.0,0.0,1
28,CASH_OUT,3832058.34,3832058.34,0.0,531662.14,4363720.48,1
28,TRANSFER,491517.77,491517.77,0.0,0.0,0.0,1
28,CASH_OUT,491517.77,491517.77,0.0,518777.34,1010295.11,1
29,TRANSFER,340198.41,340198.41,0.0,0.0,0.0,1
29,CASH_OUT,340198.41,340198.41,0.0,1614043.79,1954242.21,1
29,TRANSFER,268641.82,268641.82,0.0,0.0,0.0,1
29,CASH_OUT,268641.82,268641.82,0.0,197163.95,465805.77,1
30,TRANSFER,122235.11,122235.11,0.0,0.0,0.0,1
30,CASH_OUT,122235.11,122235.11,0.0,0.0,122235.11,1
30,TRANSFER,236947.25,236947.25,0.0,0.0,0.0,1
30,CASH_OUT,236947.25,236947.25,0.0,70084.28,307031.53,1
30,TRANSFER,19016.22,19016.22,0.0,0.0,0.0,1
30,CASH_OUT,19016.22,19016.22,0.0,9347999.52,9367015.74,1
30,TRANSFER,109401.88,109401.88,0.0,0.0,0.0,1
30,CASH_OUT,109401.88,109401.88,0.0,245588.62,354990.5,1
31,TRANSFER,335219.49,335219.49,0.0,0.0,0.0,1
31,CASH_OUT,335219.49,335219.49,0.0,111675.56,446895.05,1
31,TRANSFER,120406.39,120406.39,0.0,0.0,0.0,1
31,CASH_OUT,120406.39,120406.39,0.0,0.0,120406.39,1
31,TRANSFER,21516.38,21516.38,0.0,0.0,0.0,1
31,CASH_OUT,21516.38,21516.38,0.0,900122.84,921639.22,1
31,TRANSFER,378204.02,378204.02,0.0,0.0,0.0,1
31,CASH_OUT,378204.02,378204.02,0.0,0.0,378204.02,1
31,TRANSFER,5021186.54,5021186.54,0.0,0.0,0.0,1
31,CASH_OUT,5021186.54,5021186.54,0.0,880859.14,5902045.68,1
31,TRANSFER,587031.2,587031.2,0.0,0.0,0.0,1
31,CASH_OUT,587031.2,587031.2,0.0,338247.75,925278.94,1
32,TRANSFER,81867.07,81867.07,0.0,0.0,0.0,1
32,CASH_OUT,81867.07,81867.07,0.0,135117.98,216985.05,1
32,TRANSFER,2023920.09,2023920.09,0.0,0.0,0.0,1
32,CASH_OUT,2023920.09,2023920.09,0.0,1530400.88,3554320.97,1
32,TRANSFER,404165.06,404165.06,0.0,0.0,0.0,1
32,CASH_OUT,404165.06,404165.06,0.0,0.0,404165.06,1
32,TRANSFER,1164448.96,1164448.96,0.0,0.0,0.0,1
32,CASH_OUT,1164448.96,1164448.96,0.0,1080246.34,2244695.29,1
32,TRANSFER,401575.19,401575.19,0.0,0.0,0.0,1
32,CASH_OUT,401575.19,401575.19,0.0,0.0,401575.19,1
32,TRANSFER,604933.67,604933.67,0.0,0.0,0.0,1
32,CASH_OUT,604933.67,604933.67,0.0,35839.7,640773.38,1
33,TRANSFER,3295227.84,3295227.84,0.0,0.0,0.0,1
33,CASH_OUT,3295227.84,3295227.84,0.0,0.0,4002861.53,1
33,TRANSFER,214975.9,214975.9,0.0,0.0,0.0,1
33,CASH_OUT,214975.9,214975.9,0.0,152331.28,374513.69,1
33,TRANSFER,10000000.0,19900000.0,9887819.06,0.0,0.0,1
33,CASH_OUT,10000000.0,10000000.0,0.0,0.0,10000000.0,1
33,TRANSFER,9887819.06,9887819.06,0.0,0.0,0.0,1
33,CASH_OUT,9887819.06,9887819.06,0.0,801913.95,10200000.0,1
33,TRANSFER,1448630.38,1448630.38,0.0,0.0,0.0,1
33,CASH_OUT,1448630.38,1448630.38,0.0,1294571.45,2743201.82,1
33,TRANSFER,6648389.9,6648389.9,0.0,0.0,0.0,1
33,CASH_OUT,6648389.9,6648389.9,0.0,2609209.55,9257599.45,1
34,TRANSFER,51424.22,51424.22,0.0,0.0,0.0,1
34,CASH_OUT,51424.22,51424.22,0.0,87252.78,138677.0,1
34,TRANSFER,428239.03,428239.03,0.0,0.0,0.0,1
34,CASH_OUT,428239.03,428239.03,0.0,293130.02,1456009.92,1
34,TRANSFER,52557.21,52557.21,0.0,0.0,0.0,1
34,CASH_OUT,52557.21,52557.21,0.0,0.0,52557.21,1
34,TRANSFER,1462355.44,1462355.44,0.0,0.0,0.0,1
34,CASH_OUT,1462355.44,1462355.44,0.0,1544724.84,3007080.29,1
34,TRANSFER,27951.26,27951.26,0.0,0.0,0.0,1
34,CASH_OUT,27951.26,27951.26,0.0,10439.0,698752.71,1
34,TRANSFER,989311.12,989311.12,0.0,0.0,0.0,1
34,CASH_OUT,989311.12,989311.12,0.0,1009370.24,1998681.36,1
34,TRANSFER,865948.49,865948.49,0.0,0.0,0.0,1
34,CASH_OUT,865948.49,865948.49,0.0,0.0,865948.49,1
34,TRANSFER,30917.39,30917.39,0.0,0.0,0.0,1
34,CASH_OUT,30917.39,30917.39,0.0,339926.42,370843.82,1
34,TRANSFER,40458.0,40458.0,0.0,0.0,0.0,1
34,CASH_OUT,40458.0,40458.0,0.0,561393.36,331179.02,1
34,TRANSFER,1016540.35,1016540.35,0.0,0.0,0.0,1
34,CASH_OUT,1016540.35,1016540.35,0.0,4463851.64,5700161.74,1
34,TRANSFER,71693.42,71693.42,0.0,0.0,0.0,1
34,CASH_OUT,71693.42,71693.42,0.0,0.0,71693.42,1
35,TRANSFER,472692.51,472692.51,0.0,0.0,0.0,1
35,CASH_OUT,472692.51,472692.51,0.0,193065.83,665758.34,1
35,TRANSFER,122032.62,122032.62,0.0,0.0,0.0,1
35,CASH_OUT,122032.62,122032.62,0.0,0.0,122032.62,1
35,TRANSFER,3606943.31,3606943.31,0.0,0.0,0.0,1
35,CASH_OUT,3606943.31,3606943.31,0.0,0.0,3606943.31,1
35,CASH_OUT,112280.88,0.0,0.0,40512.49,152793.36,1
35,TRANSFER,171788.82,171788.82,0.0,0.0,0.0,1
35,CASH_OUT,171788.82,171788.82,0.0,19962.0,0.0,1
35,TRANSFER,9465988.82,9465988.82,0.0,0.0,0.0,1
35,CASH_OUT,9465988.82,9465988.82,0.0,0.0,9465988.82,1
35,TRANSFER,454511.73,454511.73,0.0,0.0,0.0,1
